id,book,chapter,verse,text
1048016,1,48,16,"the angel who hath redeemed me from all evil, bless the lads; and let my name be named on them, and the name of my fathers Abraham and Isaac; and let them grow into a multitude in the midst of the earth."
1048017,1,48,17,"And when Joseph saw that his father laid his right hand upon the head of Ephraim, it displeased him: and he held up his father's hand, to remove it from Ephraim's head unto Manasseh's head."
1048018,1,48,18,"And Joseph said unto his father, Not so, my father; for this is the first-born; put thy right hand upon his head."
1048019,1,48,19,"And his father refused, and said, I know `it', my son, I know `it'. He also shall become a people, and he also shall be great: howbeit his younger brother shall be greater than he, and his seed shall become a multitude of nations."
1048020,1,48,20,"And he blessed them that day, saying, In thee will Israel bless, saying, God make thee as Ephraim and as Manasseh: and he set Ephraim before Manasseh."
1048021,1,48,21,"And Israel said unto Joseph, Behold, I die: but God will be with you, and bring you again unto the land of your fathers."
1048022,1,48,22,"Moreover I have given to thee one portion above thy brethren, which I took out of the hand of the Amorite with my sword and with my bow."
1049001,1,49,1,"And Jacob called unto his sons, and said: gather yourselves together, that I may tell you that which shall befall you in the latter days."
1049002,1,49,2,"Assemble yourselves, and hear, ye sons of Jacob; And hearken unto Israel your father."
1049003,1,49,3,"Reuben, thou art my first-born, my might, and the beginning of my strength; The pre-eminence of dignity, and the pre-eminence of power."
1049004,1,49,4,"Boiling over as water, thou shalt not have the pre-eminence; Because thou wentest up to thy father's bed; Then defiledst thou it: he went up to my couch."
1049005,1,49,5,Simeon and Levi are brethren; Weapons of violence are their swords.
1049006,1,49,6,"O my soul, come not thou into their council; Unto their assembly, my glory, be not thou united; For in their anger they slew a man, And in their self-will they hocked an ox."
1049007,1,49,7,"Cursed be their anger, for it was fierce; And their wrath, for it was cruel: I will divide them in Jacob, And scatter them in Israel."
1049008,1,49,8,"Judah, thee shall thy brethren praise: Thy hand shall be on the neck of thine enemies; Thy father's sons shall bow down before thee."
1049009,1,49,9,"Judah is a lion's whelp; From the prey, my son, thou art gone up: He stooped down, he couched as a lion, And as a lioness; who shall rouse him up?"
1049010,1,49,10,"The sceptre shall not depart from Judah, Nor the ruler's staff from between his feet, Until Shiloh come: And unto him shall the obedience of the peoples be."
1049011,1,49,11,"Binding his foal unto the vine, And his ass's colt unto the choice vine; He hath washed his garments in wine, And his vesture in the blood of grapes:"
1049012,1,49,12,"His eyes shall be red with wine, And his teeth white with milk."
1049013,1,49,13,Zebulun shall dwell at the haven of the sea; And he shall be for a haven of ships; And his border shall be upon Sidon.
1049014,1,49,14,"Issachar is a strong ass, Couching down between the sheepfolds:"
1049015,1,49,15,"And he saw a resting-place that it was good, And the land that it was pleasant; And he bowed his shoulder to bear, And became a servant under taskwork."
1049016,1,49,16,"Dan shall judge his people, As one of the tribes of Israel."
1049017,1,49,17,"Dan shall be a serpent in the way, An adder in the path, That biteth the horse's heels, So that his rider falleth backward."
1049018,1,49,18,"I have waited for thy salvation, O Jehovah."
1049019,1,49,19,"Gad, a troop shall press upon him; But he shall press upon their heel."
1049020,1,49,20,"Out of the Asher his bread shall be fat, And he shall yield royal dainties."
1049021,1,49,21,Naphtali is a hind let loose: He giveth goodly words.
1049022,1,49,22,"Joseph is a fruitful bough, A fruitful bough by a fountain; His branches run over the wall."
1049023,1,49,23,"The archers have sorely grieved him, And shot at him, and persecute him:"
1049024,1,49,24,"But his bow abode in strength, And the arms of his hands were made strong, By the hands of the Mighty One of Jacob, (From thence is the shepherd, the stone of Israel),"
1049025,1,49,25,"Even by the God of thy father, who shall help thee, And by the Almighty, who shall bless thee, With blessings of heaven above, Blessings of the deep that coucheth beneath, Blessings of the breasts, and of the womb."
1049026,1,49,26,"The blessings of thy father Have prevailed above the blessings of my progenitors Unto the utmost bound of the everlasting hills: They shall be on the head of Joseph, And on the crown of the head of him that was separate from his brethren."
1049027,1,49,27,"Benjamin is a wolf that raveneth: In the morning she shall devour the prey, And at even he shall divide the spoil."
1049028,1,49,28,All these are the twelve tribes of Israel: and this is it that their father spake unto them and blessed them; every one according to his blessing he blessed them.
1049029,1,49,29,"And he charged them, and said unto them, I am to be gathered unto my people: bury me with my fathers in the cave that is in the field of Ephron the Hittite,"
1049030,1,49,30,"in the cave that is in the field of Machpelah, which is before Mamre, in the land of Canaan, which Abraham bought with the field from Ephron the Hittite for a possession of a burying-place."
1049031,1,49,31,there they buried Abraham and Sarah his wife; there they buried Isaac and Rebekah his wife; and there I buried Leah:
1049032,1,49,32,"the field and the cave that is therein, which was purchased from the children of Heth."
1049033,1,49,33,"And when Jacob made an end of charging his sons, he gathered up his feet into the bed, and yielded up the ghost, and was gathered unto his people."
1050001,1,50,1,"And Joseph fell upon his father's face, and wept upon him, and kissed him."
1050002,1,50,2,And Joseph commanded his servants the physicians to embalm his father: and the physicians embalmed Israel.
1050003,1,50,3,And forty days were fulfilled for him; for so are fulfilled the days of embalming: and the Egyptians wept for him three-score and ten days.
1050004,1,50,4,"And when the days of weeping for him were past, Joseph spake unto the house of Pharaoh, saying, If now I have found favor in your eyes, speak, I pray you, in the ears of Pharaoh, saying,"
1050005,1,50,5,"My father made me swear, saying, Lo, I die: in my grave which I have digged for me in the land of Canaan, there shalt thou bury me. Now therefore let me go up, I pray thee, and bury my father, and I will come again."
1050006,1,50,6,"And Pharaoh said, Go up, and bury thy father, according as he made thee swear."
1050007,1,50,7,"And Joseph went up to bury his father; and with him went up all the servants of Pharaoh, the elders of his house, and all the elders of the land of Egypt,"
1050008,1,50,8,"and all the house of Joseph, and his brethren, and his father's house: only their little ones, and their flocks, and their herds, they left in the land of Goshen."
1050009,1,50,9,And there went up with him both chariots and horsemen: and it was a very great company.
1050010,1,50,10,"And they came to the threshing-floor of Atad, which is beyond the Jordan, and there they lamented with a very great and sore lamentation: and he made a mourning for his father seven days."
1050011,1,50,11,"And when the inhabitants of the land, the Canaanites, saw the mourning in the floor of Atad, they said, This is a grievous mourning to the Egyptians: wherefore the name of it was called Abel-mizraim, which is beyond the Jordan."
1050012,1,50,12,And his sons did unto him according as he commanded them:
1050013,1,50,13,"for his sons carried him into the land of Canaan, and buried him in the cave of the field of Machpelah, which Abraham bought with the field, for a possession of a burying-place, of Ephron the Hittite, before Mamre."
1050014,1,50,14,"And Joseph returned into Egypt, he, and his brethren, and all that went up with him to bury his father, after he had buried his father."
1050015,1,50,15,"And when Joseph's brethren saw that their father was dead, they said, It may be that Joseph will hate us, and will fully requite us all the evil which we did unto him."
